cusip,issuer,class,status,cusip6,cusip8,cusip9
46071F 95 3  ,INTERSECT ENT INC,PUT,,46071F,46071F95,46071F953
46090A 10 1,INVESCO ACTIVELY MANAGED ETF,ACTIVE US REAL,,46090A,46090A10,46090A101
46090A 20 0,INVESCO ACTIVELY MANAGED ETF,BLNCD MLTI AST,,46090A,46090A20,46090A200
46090A 30 9,INVESCO ACTIVELY MANAGED ETF,CNSRTV MLT AST,,46090A,46090A30,46090A309
46090A 40 8,INVESCO ACTIVELY MANAGED ETF,GWT MLTI ASST,,46090A,46090A40,46090A408
46090A 50 7,INVESCO ACTIVELY MANAGED ETF,MDRTLY CNSRTIV,,46090A,46090A50,46090A507
46090A 70 5 *,INVESCO ACTIVELY MANAGED ETF,S&P500 DOWNSID,,46090A,46090A70,46090A705
46090A 90 5  ,INVESCO ACTIVELY MANAGED ETF,CALL,,46090A,46090A90,46090A905
46090A 95 5  ,INVESCO ACTIVELY MANAGED ETF,PUT,,46090A,46090A95,46090A955
46090A 80 4,INVESCO ACTIVELY MANAGED ETF,TOTAL RETURN,,46090A,46090A80,46090A804
46090A 87 9,INVESCO ACTIVELY MANAGED ETF,VAR RATE INVT,,46090A,46090A87,46090A879
46090A 88 7,INVESCO ACTIVELY MANAGED ETF,ULTRA SHRT DUR,,46090A,46090A88,46090A887
46090C 30 5,INVESCO ACTIVELY MANAGED ETF,EMGRING MKTS50,,46090C,46090C30,46090C305
46090E 10 3 *,INVESCO QQQ TR,UNIT SER 1,,46090E,46090E10,46090E103
46090E 90 3  ,INVESCO QQQ TR,CALL,,46090E,46090E90,46090E903
46090E 95 3  ,INVESCO QQQ TR,PUT,,46090E,46090E95,46090E953
46090F 10 0 *,INVESCO ACTIVLY MANGD ETC FD,OPTIMUM YIELD,,46090F,46090F10,46090F100
46090F 90 0  ,INVESCO ACTIVLY MANGD ETC FD,CALL,,46090F,46090F90,46090F900
46090F 95 0  ,INVESCO ACTIVLY MANGD ETC FD,PUT,,46090F,46090F95,46090F950
46090N 10 3 *,INVESCO CURRENCYSHARES AUSTR,AUSTRALIAN DOL,,46090N,46090N10,46090N103
46090N 90 3  ,INVESCO CURRENCYSHARES AUSTR,CALL,,46090N,46090N90,46090N903
46090N 95 3  ,INVESCO CURRENCYSHARES AUSTR,PUT,,46090N,46090N95,46090N953
46090R 10 4 *,INVESTCORP CR MGMT BDC INC,COM,,46090R,46090R10,46090R104
46090R 90 4  ,INVESTCORP CR MGMT BDC INC,CALL,,46090R,46090R90,46090R904
46090R 95 4  ,INVESTCORP CR MGMT BDC INC,PUT,,46090R,46090R95,46090R954
461147 10 0,INTEST CORP,COM,,461147,46114710,461147100
461148 10 8 *,INTEVAC INC,COM,,461148,46114810,461148108
461148 90 8  ,INTEVAC INC,CALL,,461148,46114890,461148908
461148 95 8  ,INTEVAC INC,PUT,,461148,46114895,461148958
46116V 10 5 *,INTL FCSTONE INC,COM,DELETED,46116V,46116V10,46116V105
46116V 90 5  ,INTL FCSTONE INC,CALL,DELETED,46116V,46116V90,46116V905
46116V 95 5  ,INTL FCSTONE INC,PUT,DELETED,46116V,46116V95,46116V955
46116X 10 1 *,INTRA CELLULAR THERAPIES INC,COM,,46116X,46116X10,46116X101
46116X 90 1  ,INTRA CELLULAR THERAPIES INC,CALL,,46116X,46116X90,46116X901
46116X 95 1  ,INTRA CELLULAR THERAPIES INC,PUT,,46116X,46116X95,46116X951
46120E 60 2 *,INTUITIVE SURGICAL INC,COM NEW,,46120E,46120E60,46120E602
46120E 90 2  ,INTUITIVE SURGICAL INC,CALL,,46120E,46120E90,46120E902
46120E 95 2  ,INTUITIVE SURGICAL INC,PUT,,46120E,46120E95,46120E952
461202 10 3 *,INTUIT,COM,,461202,46120210,461202103
461202 90 3  ,INTUIT,CALL,,461202,46120290,461202903
461202 95 3  ,INTUIT,PUT,,461202,46120295,461202953
461203 AF 8,INVACARE CORP,NOTE  5.000% 2/1,,461203,461203AF,461203AF8
461203 AH 4,INVACARE CORP,NOTE  4.500% 6/0,,461203,461203AH,461203AH4
461203 AJ 0,INVACARE CORP,NOTE  5.000%11/1,,461203,461203AJ,461203AJ0
461203 AL 5,INVACARE CORP,NOTE  5.000%11/1,,461203,461203AL,461203AL5
461203 10 1 *,INVACARE CORP,COM,,461203,46120310,461203101
461203 90 1  ,INVACARE CORP,CALL,,461203,46120390,461203901
461203 95 1  ,INVACARE CORP,PUT,,461203,46120395,461203951
46121H 10 9 *,INTRICON CORP,COM,,46121H,46121H10,46121H109
46121H 90 9  ,INTRICON CORP,CALL,,46121H,46121H90,46121H909
46121H 95 9  ,INTRICON CORP,PUT,,46121H,46121H95,46121H959
46121Y 10 2 *,INTREPID POTASH INC,COM,DELETED,46121Y,46121Y10,46121Y102
46121Y 90 2  ,INTREPID POTASH INC,CALL,DELETED,46121Y,46121Y90,46121Y902
46121Y 95 2  ,INTREPID POTASH INC,PUT,DELETED,46121Y,46121Y95,46121Y952
46121Y 20 1 *,INTREPID POTASH INC,COM,ADDED,46121Y,46121Y20,46121Y201
46121Y 90 1  ,INTREPID POTASH INC,CALL,ADDED,46121Y,46121Y90,46121Y901
46121Y 95 1  ,INTREPID POTASH INC,PUT,ADDED,46121Y,46121Y95,46121Y951
46122T AA 0,INTREXON CORP,NOTE  3.500% 7/0,,46122T,46122TAA,46122TAA0
46122W 20 4,INUVO INC,COM NEW,,46122W,46122W20,46122W204
46124U 10 7,INVENTIVA SA,ADS,ADDED,46124U,46124U10,46124U107
46131B 10 0 *,INVESCO MORTGAGE CAPITAL INC,COM,,46131B,46131B10,46131B100
46131B 90 0  ,INVESCO MORTGAGE CAPITAL INC,CALL,,46131B,46131B90,46131B900
46131B 95 0  ,INVESCO MORTGAGE CAPITAL INC,PUT,,46131B,46131B95,46131B950
46131F 10 1,INVESCO HIGH INCOME TR II,COM,,46131F,46131F10,46131F101
46131H 10 7,INVESCO SR INCOME TR,COM,,46131H,46131H10,46131H107
46131J 10 3,INVESCO MUN TR,COM,,46131J,46131J10,46131J103
46131M 10 6,INVESCO TR INVT GRADE MUNS,COM,,46131M,46131M10,46131M106
46131T 10 1,INVESCO TR INVT GRADE NEW YO,COM,,46131T,46131T10,46131T101
46132C 10 7,INVESCO MUN OPPORTUNITY TR,COM,,46132C,46132C10,46132C107
46132E 10 3,INVESCO ADVANTAGE MUN INCOME,SH BEN INT,,46132E,46132E10,46132E103
46132H 10 6,INVESCO CALIF VALUE MUN INCO,COM,,46132H,46132H10,46132H106
46132K 10 9,INVESCO PA VALUE MUN INC TR,COM,,46132K,46132K10,46132K109
46132L 10 7,INVESCO BD FD,COM,,46132L,46132L10,46132L107
46132P 10 8,INVESCO CALIF MUN INCOME TR,COM,,46132P,46132P10,46132P108
46132R 10 4,INVESCO DYNAMIC CR OPPORTUNI,COM,,46132R,46132R10,46132R104
46132X 10 1,INVESCO MUNI INCOME OPP TRST,COM,,46132X,46132X10,46132X101
46133G 10 7,INVESCO QUALITY MUN INCOME T,COM,,46133G,46133G10,46133G107
46134L 10 5,INVESTAR HLDG CORP,COM,,46134L,46134L10,46134L105
46135X 10 8,INVESCO HIGH INCOME 2023 TAR,COM,,46135X,46135X10,46135X108
46136K 10 5,INVESCO HIGH INCOME 2024 TAR,COM,,46136K,46136K10,46136K105
46137R 10 9 *,INVESCO INDIA EXCHANGE-TRADE,INDIA ETF,,46137R,46137R10,46137R109
46137R 90 9  ,INVESCO INDIA EXCHANGE-TRADE,CALL,,46137R,46137R90,46137R909
46137R 95 9  ,INVESCO INDIA EXCHANGE-TRADE,PUT,,46137R,46137R95,46137R959
46137V 10 0 *,INVESCO EXCHANGE TRADED FD T,AEROSPACE DEFN,,46137V,46137V10,46137V100
46137V 90 0  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V900
46137V 95 0  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V950
46137V 13 4 *,INVESCO EXCHANGE TRADED FD T,WILDERHIL CLAN,,46137V,46137V13,46137V134
46137V 90 4  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V904
46137V 95 4  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V954
46137V 14 2 *,INVESCO EXCHANGE TRADED FD T,WATER RES ETF,,46137V,46137V14,46137V142
46137V 90 2  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V902
46137V 95 2  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V952
46137V 15 9 *,INVESCO EXCHANGE TRADED FD T,S&P SPIN OFF,,46137V,46137V15,46137V159
46137V 90 9  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V909
46137V 95 9  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V959
46137V 16 7,INVESCO EXCHANGE TRADED FD T,S&P SML600 VAL,,46137V,46137V16,46137V167
46137V 17 5,INVESCO EXCHANGE TRADED FD T,S&P SML600 GWT,,46137V,46137V17,46137V175
46137V 18 3,INVESCO EXCHANGE TRADED FD T,S&P SML 600 EQ,,46137V,46137V18,46137V183
46137V 19 1,INVESCO EXCHANGE TRADED FD T,S&P MDCP400 VL,,46137V,46137V19,46137V191
46137V 21 7,INVESCO EXCHANGE TRADED FD T,S&P MDCP400 PR,,46137V,46137V21,46137V217
46137V 22 5,INVESCO EXCHANGE TRADED FD T,S&P MDCP400 EQ,,46137V,46137V22,46137V225
46137V 23 3,INVESCO EXCHANGE TRADED FD T,S&P 500 TOP 50,,46137V,46137V23,46137V233
46137V 24 1 *,INVESCO EXCHANGE TRADED FD T,S&P500 QUALITY,,46137V,46137V24,46137V241
46137V 90 1  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V901
46137V 95 1  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V951
46137V 25 8 *,INVESCO EXCHANGE TRADED FD T,S&P500 PUR VAL,,46137V,46137V25,46137V258
46137V 90 8  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V908
46137V 95 8  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V958
46137V 26 6 *,INVESCO EXCHANGE TRADED FD T,S&P500 PUR GWT,,46137V,46137V26,46137V266
46137V 90 6  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V906
46137V 95 6  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V956
46137V 27 4,INVESCO EXCHANGE TRADED FD T,S&P500 EQL UTL,,46137V,46137V27,46137V274
46137V 28 2,INVESCO EXCHANGE TRADED FD T,S&P500 EQL TEC,,46137V,46137V28,46137V282
46137V 29 0,INVESCO EXCHANGE TRADED FD T,S&P500 EQL REL,,46137V,46137V29,46137V290
46137V 30 8 *,INVESCO EXCHANGE TRADED FD T,BUYBACK ACHIEV,,46137V,46137V30,46137V308
46137V 90 8  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V908
46137V 95 8  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V958
46137V 31 6,INVESCO EXCHANGE TRADED FD T,S&P500 EQL MAT,,46137V,46137V31,46137V316
46137V 32 4,INVESCO EXCHANGE TRADED FD T,S&P500 EQL IND,,46137V,46137V32,46137V324
46137V 33 2 *,INVESCO EXCHANGE TRADED FD T,S&P500 EQL HLT,,46137V,46137V33,46137V332
46137V 90 2  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V902
46137V 95 2  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V952
46137V 34 0,INVESCO EXCHANGE TRADED FD T,S&P500 EQL FIN,,46137V,46137V34,46137V340
46137V 35 7 *,INVESCO EXCHANGE TRADED FD T,S&P500 EQL WGT,,46137V,46137V35,46137V357
46137V 90 7  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V907
46137V 95 7  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V957
46137V 36 5,INVESCO EXCHANGE TRADED FD T,S&P500 EQL ENR,,46137V,46137V36,46137V365
46137V 37 3,INVESCO EXCHANGE TRADED FD T,S&P500 EQL STP,,46137V,46137V37,46137V373
46137V 38 1,INVESCO EXCHANGE TRADED FD T,S&P500 EQL DIS,,46137V,46137V38,46137V381
46137V 39 9,INVESCO EXCHANGE TRADED FD T,S&P500 BUY WRT,,46137V,46137V39,46137V399
46137V 40 7,INVESCO EXCHANGE TRADED FD T,CLEANTECH ETF,,46137V,46137V40,46137V407
46137V 42 3,INVESCO EXCHANGE TRADED FD T,S&P 500 VLU MOMN,,46137V,46137V42,46137V423
46137V 43 1,INVESCO EXCHANGE TRADED FD T,S&P 500 GARP ETF,,46137V,46137V43,46137V431
46137V 44 9,INVESCO EXCHANGE TRADED FD T,S&P 100 EQL WIGH,,46137V,46137V44,46137V449
46137V 45 6,INVESCO EXCHANGE TRADED FD T,S&P MDCP VLU MNT,,46137V,46137V45,46137V456
46137V 46 4,INVESCO EXCHANGE TRADED FD T,S&P MDCP MOMNTUM,,46137V,46137V46,46137V464
46137V 47 2,INVESCO EXCHANGE TRADED FD T,S&P MDCP QUALITY,,46137V,46137V47,46137V472
46137V 48 0,INVESCO EXCHANGE TRADED FD T,S&P SMCP VLU MNT,,46137V,46137V48,46137V480
46137V 49 8,INVESCO EXCHANGE TRADED FD T,S&P SMLCP MOMENT,,46137V,46137V49,46137V498
46137V 50 6 *,INVESCO EXCHANGE TRADED FD T,DIVID ACHIEVEV,,46137V,46137V50,46137V506
46137V 90 6  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V906
46137V 95 6  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V956
46137V 52 2,INVESCO EXCHANGE TRADED FD T,RYMND JMS SB 1,,46137V,46137V52,46137V522
46137V 53 0 *,INVESCO EXCHANGE TRADED FD T,NASDAQ INTERNT,,46137V,46137V53,46137V530
46137V 90 0  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V900
46137V 95 0  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V950
46137V 54 8 *,INVESCO EXCHANGE TRADED FD T,INTL DIVI ACHI,,46137V,46137V54,46137V548
46137V 90 8  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V908
46137V 95 8  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V958
46137V 56 3 *,INVESCO EXCHANGE TRADED FD T,HIG YLD EQ DIV,,46137V,46137V56,46137V563
46137V 90 3  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V903
46137V 95 3  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V953
46137V 57 1 *,INVESCO EXCHANGE TRADED FD T,GLOBAL DRGN CN,,46137V,46137V57,46137V571
46137V 90 1  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V901
46137V 95 1  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V951
46137V 58 9 *,INVESCO EXCHANGE TRADED FD T,GBL LISTED PVT,,46137V,46137V58,46137V589
46137V 90 9  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V909
46137V 95 9  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V959
46137V 59 7 *,INVESCO EXCHANGE TRADED FD T,FTSE RAFI 1500,,46137V,46137V59,46137V597
46137V 90 7  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V907
46137V 95 7  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V957
46137V 60 5,INVESCO EXCHANGE TRADED FD T,DJ INDL AVG DV,,46137V,46137V60,46137V605
46137V 61 3 *,INVESCO EXCHANGE TRADED FD T,FTSE RAFI 1000,,46137V,46137V61,46137V613
46137V 90 3  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V903
46137V 95 3  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V953
46137V 62 1 *,INVESCO EXCHANGE TRADED FD T,FINL PFD ETF,,46137V,46137V62,46137V621
46137V 90 1  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V901
46137V 95 1  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V951
46137V 63 9,INVESCO EXCHANGE TRADED FD T,DYNMC SOFTWARE,,46137V,46137V63,46137V639
46137V 64 7,INVESCO EXCHANGE TRADED FD T,DYNMC SEMICNDT,,46137V,46137V64,46137V647
46137V 66 2 *,INVESCO EXCHANGE TRADED FD T,DYNMC PHRMCTLS,,46137V,46137V66,46137V662
46137V 90 2  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V902
46137V 95 2  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V952
46137V 67 0 *,INVESCO EXCHANGE TRADED FD T,DYNMC OIL GAS,,46137V,46137V67,46137V670
46137V 90 0  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V900
46137V 95 0  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V950
46137V 68 8,INVESCO EXCHANGE TRADED FD T,DYNMC NETWRNG,,46137V,46137V68,46137V688
46137V 69 6,INVESCO EXCHANGE TRADED FD T,DYNMC MEDIA,,46137V,46137V69,46137V696
46137V 70 4,INVESCO EXCHANGE TRADED FD T,DWA BASIC MATL,,46137V,46137V70,46137V704
46137V 71 2,INVESCO EXCHANGE TRADED FD T,DYNMC MKT ETF,,46137V,46137V71,46137V712
46137V 72 0 *,INVESCO EXCHANGE TRADED FD T,DYNMC LEISURE,,46137V,46137V72,46137V720
46137V 90 0  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V900
46137V 95 0  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V950
46137V 73 8,INVESCO EXCHANGE TRADED FD T,DYNMC LRG VALU,,46137V,46137V73,46137V738
46137V 74 6,INVESCO EXCHANGE TRADED FD T,DYNMC LRG GWTH,,46137V,46137V74,46137V746
46137V 75 3,INVESCO EXCHANGE TRADED FD T,DYNMC FOOD BEV,,46137V,46137V75,46137V753
46137V 76 1,INVESCO EXCHANGE TRADED FD T,DYNMC ENRG EXP,,46137V,46137V76,46137V761
46137V 77 9,INVESCO EXCHANGE TRADED FD T,DYNMC BLDG CON,,46137V,46137V77,46137V779
46137V 78 7,INVESCO EXCHANGE TRADED FD T,DYNMC BIOTECH,,46137V,46137V78,46137V787
46137V 79 5,INVESCO EXCHANGE TRADED FD T,DWA UTILS MUMT,,46137V,46137V79,46137V795
46137V 80 3 *,INVESCO EXCHANGE TRADED FD T,DWA CYCLICALS,,46137V,46137V80,46137V803
46137V 90 3  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V903
46137V 95 3  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V953
46137V 81 1 *,INVESCO EXCHANGE TRADED FD T,DWA TECHNOLOGY,,46137V,46137V81,46137V811
46137V 90 1  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V901
46137V 95 1  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V951
46137V 83 7 *,INVESCO EXCHANGE TRADED FD T,DWA MOMENTUM,,46137V,46137V83,46137V837
46137V 90 7  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V907
46137V 95 7  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V957
46137V 84 5 *,INVESCO EXCHANGE TRADED FD T,DWA INDLS MUMT,,46137V,46137V84,46137V845
46137V 90 5  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V905
46137V 95 5  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V955
46137V 85 2 *,INVESCO EXCHANGE TRADED FD T,DWA HEALTHCARE,,46137V,46137V85,46137V852
46137V 90 2  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V902
46137V 95 2  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V952
46137V 86 0,INVESCO EXCHANGE TRADED FD T,DWA FINL MUMT,,46137V,46137V86,46137V860
46137V 87 8 *,INVESCO EXCHANGE TRADED FD T,DWA ENERGY MNT,,46137V,46137V87,46137V878
46137V 90 8  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V908
46137V 95 8  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V958
46137V 88 6 *,INVESCO EXCHANGE TRADED FD T,DWA STAPLES,,46137V,46137V88,46137V886
46137V 90 6  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137V,46137V90,46137V906
46137V 95 6  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137V,46137V95,46137V956
46137Y 40 1,INVESCO EXCHANGE TRADED FD T,ZACKS MID CAP,,46137Y,46137Y40,46137Y401
46137Y 50 0 *,INVESCO EXCHANGE TRADED FD T,ZACKS MULT AST,,46137Y,46137Y50,46137Y500
46137Y 90 0  ,INVESCO EXCHANGE TRADED FD T,CALL,,46137Y,46137Y90,46137Y900
46137Y 95 0  ,INVESCO EXCHANGE TRADED FD T,PUT,,46137Y,46137Y95,46137Y950
46137Y 60 9,INVESCO EXCHANGE TRADED FD T,S&P 500A EQL,,46137Y,46137Y60,46137Y609
46138B 10 3 *,INVESCO DB COMMDY INDX TRCK,UNIT,,46138B,46138B10,46138B103
46138B 90 3  ,INVESCO DB COMMDY INDX TRCK,CALL,,46138B,46138B90,46138B903
46138B 95 3  ,INVESCO DB COMMDY INDX TRCK,PUT,,46138B,46138B95,46138B953
46138E 10 7,INVESCO EXCH TRADED FD TR II,1 30 LADER TRE,,46138E,46138E10,46138E107
46138E 11 5,INVESCO EXCH TRADED FD TR II,S&P SMLCP INFO,,46138E,46138E11,46138E115
46138E 12 3,INVESCO EXCH TRADED FD TR II,S&P SMLCP INDL,,46138E,46138E12,46138E123
46138E 13 1,INVESCO EXCH TRADED FD TR II,S&P SMLCAP HIG,,46138E,46138E13,46138E131
46138E 14 9 *,INVESCO EXCH TRADED FD TR II,S&P SMLCP HELT,,46138E,46138E14,46138E149
46138E 90 9  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E909
46138E 95 9  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E959
46138E 15 6,INVESCO EXCH TRADED FD TR II,S&P SMLCP FINL,,46138E,46138E15,46138E156
46138E 16 4,INVESCO EXCH TRADED FD TR II,S&P SMLCP ENGY,,46138E,46138E16,46138E164
46138E 17 2,INVESCO EXCH TRADED FD TR II,S&P SMLCP STAP,,46138E,46138E17,46138E172
46138E 18 0,INVESCO EXCH TRADED FD TR II,S&P SMLCP DISC,,46138E,46138E18,46138E180
46138E 19 8 *,INVESCO EXCH TRADED FD TR II,S&P MIDCP LOW,,46138E,46138E19,46138E198
46138E 90 8  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E908
46138E 95 8  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E958
46138E 20 6,INVESCO EXCH TRADED FD TR II,CALIF AMT MUN,,46138E,46138E20,46138E206
46138E 21 4,INVESCO EXCH TRADED FD TR II,S&P INTL QULTY,,46138E,46138E21,46138E214
46138E 22 2,INVESCO EXCH TRADED FD TR II,S&P INTL MOMNT,,46138E,46138E22,46138E222
46138E 23 0,INVESCO EXCH TRADED FD TR II,S&P INTL LOW,,46138E,46138E23,46138E230
46138E 24 8,INVESCO EXCH TRADED FD TR II,S&P INTL DEV,,46138E,46138E24,46138E248
46138E 26 3,INVESCO EXCH TRADED FD TR II,S&P GBL WATER,,46138E,46138E26,46138E263
46138E 28 9,INVESCO EXCH TRADED FD TR II,S&P EMRNG MMTM,,46138E,46138E28,46138E289
46138E 29 7,INVESCO EXCH TRADED FD TR II,S&P EMRNG MKTS,,46138E,46138E29,46138E297
46138E 33 9,INVESCO EXCH TRADED FD TR II,S&P 500 MOMNTM,,46138E,46138E33,46138E339
46138E 34 7,INVESCO EXCH TRADED FD TR II,S&P500 MIN VAR,,46138E,46138E34,46138E347
46138E 35 4 *,INVESCO EXCH TRADED FD TR II,S&P500 LOW VOL,,46138E,46138E35,46138E354
46138E 90 4  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E904
46138E 95 4  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E954
46138E 36 2 *,INVESCO EXCH TRADED FD TR II,S&P500 HDL VOL,,46138E,46138E36,46138E362
46138E 90 2  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E902
46138E 95 2  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E952
46138E 37 0 *,INVESCO EXCH TRADED FD TR II,S&P 500 HB ETF,,46138E,46138E37,46138E370
46138E 90 0  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E900
46138E 95 0  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E950
46138E 38 8,INVESCO EXCH TRADED FD TR II,S&P 500 EX RAT,,46138E,46138E38,46138E388
46138E 39 6,INVESCO EXCH TRADED FD TR II,S&P 500 ENHNCD,,46138E,46138E39,46138E396
46138E 40 4 *,INVESCO EXCH TRADED FD TR II,CEF INM COMPSI,,46138E,46138E40,46138E404
46138E 90 4  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E904
46138E 95 4  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E954
46138E 41 2,INVESCO EXCH TRADED FD TR II,RUSEL 1000 LOW,,46138E,46138E41,46138E412
46138E 42 0,INVESCO EXCH TRADED FD TR II,RUSEL 1000 EQL,,46138E,46138E42,46138E420
46138E 43 8,INVESCO EXCH TRADED FD TR II,RUSL 1000 ENHD,,46138E,46138E43,46138E438
46138E 44 6,INVESCO EXCH TRADED FD TR II,PURBETA US AGG,,46138E,46138E44,46138E446
46138E 45 3,INVESCO EXCH TRADED FD TR II,PURBTA MSCI SM,,46138E,46138E45,46138E453
46138E 46 1,INVESCO EXCH TRADED FD TR II,PURBTA MSCI US,,46138E,46138E46,46138E461
46138E 47 9,INVESCO EXCH TRADED FD TR II,PURBTA FTSE EM,,46138E,46138E47,46138E479
46138E 48 7,INVESCO EXCH TRADED FD TR II,PURBTA FTSE DV,,46138E,46138E48,46138E487
46138E 49 5,INVESCO EXCH TRADED FD TR II,PURBTA 0 5 YR,,46138E,46138E49,46138E495
46138E 51 1 *,INVESCO EXCH TRADED FD TR II,PFD ETF,,46138E,46138E51,46138E511
46138E 90 1  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E901
46138E 95 1  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E951
46138E 52 9,INVESCO EXCH TRADED FD TR II,NY AMT FRE MUN,,46138E,46138E52,46138E529
46138E 53 7 *,INVESCO EXCH TRADED FD TR II,NATL AMT MUNI,,46138E,46138E53,46138E537
46138E 90 7  ,INVESCO EXCH TRADED FD TR II,CALL,,46138E,46138E90,46138E907
46138E 95 7  ,INVESCO EXCH TRADED FD TR II,PUT,,46138E,46138E95,46138E957
46138E 54 5,INVESCO EXCH TRADED FD TR II,MSCI GBL TIMBR,,46138E,46138E54,46138E545
